4.383		265.269		1.428
5.828		209.621		1.411
7.245		222.124		0.395
8.005		336.776		0.168
8.260		669.942		0.226
8.487		637.112		0.249
8.736		670.744		0.234
8.969		637.348		0.225
9.194		670.913		0.192
9.404		499.843		0.238
9.648		591.838		0.232
9.886		527.798		0.226
10.118		446.141		0.441
10.838		268.412		0.215
11.059		331.247		0.192
11.267		444.804		0.232
11.505		499.343		0.435
12.266		334.716		0.174
12.475		524.691		0.238
12.713		499.536		0.226
12.945		445.092		0.801
15.911		266.535		1.312
17.241		209.467		1.405
18.651		221.718		0.377
19.383		333.333		0.163
19.615		671.197		0.226
19.841		637.868		0.250
20.091		670.756		0.220
20.311		634.956		0.221
20.532		670.913		0.204
20.753		500.437		0.261
21.020		589.059		0.221
21.246		527.575		0.232
21.484		446.208		0.406
22.175		267.889		0.192
22.378		334.770		0.197
22.599		445.473		0.238
22.843		500.750		0.401
23.539		335.848		0.197
23.777		526.594		0.227
24.004		500.738		0.226
24.242		447.804		0.731
25.612		269.719		0.209
25.844		390.753		0.215
26.082		528.855		0.302
26.993		194.441		0.232
27.243		250.335		0.226
27.481		303.028		0.302
28.328		224.098		0.221
28.578		332.523		0.197
28.799		449.315		0.360
29.722		335.698		0.499
32.479		668.118		0.226
32.705		637.407		0.244
32.948		672.969		0.233
33.181		634.644		0.210
33.391		672.358		0.214
33.605		638.519		0.226
33.831		676.214		0.325
35.300		265.699		1.300
36.618		209.136		1.387
38.011		222.148		0.342
38.713		336.848		0.151
38.940		669.906		0.233
39.173		639.353		0.214
39.393		673.062		0.220
39.613		637.479		0.220
39.832		671.730		0.193
40.054		500.654		0.244
40.304		592.520		0.226
40.536		527.363		0.226
40.768		446.176		0.377
41.453		267.620		0.197
41.662		332.274		0.186
41.866		444.715		0.238
42.115		501.921		0.424
42.922		334.079		0.244
43.201		527.221		0.319
43.520		498.569		0.313
43.839		445.804		2.200
