2.374		354.255		1.107
3.482		352.660		0.341
3.822		352.178		0.746
4.569		352.642		0.633
5.273		264.089		0.648
5.953		332.162		0.769
6.786		444.470		2.026
8.818		397.128		0.331
9.154		352.300		0.341
9.496		333.054		0.687
10.183		350.925		0.644
10.832		395.417		2.821
13.659		445.098		2.699
17.194		395.956		1.033
18.233		333.646		0.197
18.431		332.629		0.241
18.671		333.481		1.339
20.010		333.727		0.748
21.473		295.945		1.227
22.700		294.911		0.961
23.667		262.844		0.308
23.980		234.978		0.592
24.654		470.590		0.610
25.275		444.073		0.694
25.969		443.996		1.941
27.916		395.945		0.621
28.543		352.361		0.615
29.184		295.177		0.613
29.803		332.721		0.674
30.477		331.437		2.020
32.502		294.500		0.325
32.828		277.910		0.323
33.151		295.213		1.516
34.673		331.766		4.162
