0.023	0.000
0.033	0.000
0.043	0.000
0.053	0.000
0.063	0.000
0.073	0.000
0.083	0.000
0.093	0.000
0.103	0.000
0.113	0.000
0.123	0.000
0.133	0.000
0.143	0.000
0.153	0.000
0.163	0.000
0.173	0.000
0.183	0.000
0.193	0.000
0.203	0.000
0.213	0.000
0.223	0.000
0.233	0.000
0.243	0.000
0.253	0.000
0.263	0.000
0.273	0.000
0.283	0.000
0.293	0.000
0.303	0.000
0.313	0.000
0.323	0.000
0.333	0.000
0.343	0.000
0.353	0.000
0.363	0.000
0.373	0.000
0.383	0.000
0.393	0.000
0.403	0.000
0.413	0.000
0.423	0.000
0.433	0.000
0.443	0.000
0.453	0.000
0.463	0.000
0.473	0.000
0.483	0.000
0.493	0.000
0.503	0.000
0.513	0.000
0.523	0.000
0.533	0.000
0.543	0.000
0.553	0.000
0.563	0.000
0.573	0.000
0.583	0.000
0.593	249.052
0.603	247.721
0.613	247.380
0.623	247.498
0.633	247.836
0.643	246.605
0.653	246.148
0.663	242.378
0.673	238.806
0.683	238.468
0.693	238.717
0.703	238.401
0.713	237.518
0.723	236.850
0.733	236.398
0.743	236.127
0.753	237.147
0.763	237.884
0.773	239.388
0.783	240.193
0.793	239.851
0.803	239.298
0.813	238.367
0.823	238.355
0.833	238.613
0.843	238.552
0.853	238.503
0.863	237.864
0.873	237.726
0.883	237.030
0.893	238.365
0.903	0.000
0.913	0.000
0.923	0.000
0.933	0.000
0.943	0.000
0.953	0.000
0.963	0.000
0.973	309.023
0.983	306.017
0.993	306.823
1.003	310.260
1.013	312.250
1.023	313.088
1.033	313.954
1.043	314.402
1.053	314.664
1.063	314.820
1.073	315.159
1.083	315.615
1.093	315.883
1.103	316.275
1.113	316.632
1.123	316.747
1.133	316.904
1.143	316.560
1.153	316.756
1.163	321.494
1.173	344.507
1.183	346.872
1.193	347.906
1.203	348.433
1.213	349.505
1.223	349.476
1.233	349.500
1.243	349.415
1.253	349.268
1.263	349.192
1.273	349.360
1.283	350.251
1.293	350.732
1.303	350.582
1.313	350.446
1.323	350.138
1.333	351.381
1.343	351.916
1.353	0.000
1.363	385.122
1.373	383.926
1.383	383.797
1.393	386.503
1.403	387.726
1.413	389.889
1.423	392.670
1.433	395.091
1.443	395.457
1.453	395.387
1.463	395.478
1.473	395.447
1.483	395.643
1.493	396.995
1.503	398.885
1.513	400.012
1.523	402.159
1.533	405.841
1.543	0.000
1.553	419.448
1.563	411.816
1.573	411.642
1.583	412.259
1.593	412.764
1.603	415.479
1.613	416.521
1.623	416.960
1.633	416.619
1.643	416.620
1.653	416.462
1.663	416.561
1.673	417.310
1.683	418.370
1.693	419.531
1.703	421.298
1.713	420.556
1.723	418.430
1.733	412.517
1.743	418.287
1.753	0.000
1.763	384.405
1.773	382.159
1.783	386.673
1.793	390.496
1.803	393.449
