2.856		193.931		0.447
3.315		195.070		0.575
3.942		194.524		0.644
4.719		294.861		0.290
5.068		249.327		0.488
5.608		195.255		0.517
6.188		292.477		1.016
7.256		247.608		0.509
7.766		248.459		0.536
8.307		258.854		0.514
8.821		258.774		0.363
9.404		292.978		0.412
9.863		292.377		0.331
10.397		194.914		0.987
11.471		193.908		0.528
11.999		195.258		0.559
12.558		194.387		0.689
13.317		291.921		0.226
13.607		328.533		0.470
14.089		292.144		0.551
14.646		277.271		0.824
15.493		215.358		0.180
15.732		245.210		0.453
16.213		274.392		0.488
16.713		292.624		0.447
17.218		182.102		0.528
17.752		193.164		0.511
18.297		217.592		0.453
18.791		291.798		0.888
19.853		295.662		0.482
20.375		293.841		0.447
20.863		293.622		0.505
21.420		248.186		0.418
21.879		184.153		0.517
22.401		194.667		0.395
22.918		294.363		0.946
23.963		293.952		0.366
24.387		292.462		0.444
24.831		293.336		0.467
25.356		246.790		0.447
25.832		183.480		0.451
26.284		193.178		0.419
26.790		295.139		1.022
27.829		261.522		0.463
28.292		261.829		0.422
28.714		263.111		0.543
29.263		294.543		0.482
29.751		325.786		0.489
30.240		323.849		0.422
30.755		220.776		0.911
31.713		292.650		0.430
32.183		260.721		0.511
32.700		249.653		0.656
33.443		195.117		0.192
33.686		294.422		0.842
34.778		195.037		0.493
35.614		259.646		0.739
36.352		260.771		0.237
36.624		260.497		0.447
37.100		248.315		0.459
37.605		219.630		0.476
38.104		207.389		0.488
38.597		220.775		0.842
39.619		184.519		0.430
40.171		256.733		0.528
40.705		247.239		0.551
41.320		195.301		0.621
41.987		292.586		0.575
42.562		293.923		0.818
43.430		194.037		2.038
