0.023	0.000
0.033	0.000
0.043	0.000
0.053	0.000
0.063	0.000
0.073	0.000
0.083	0.000
0.093	0.000
0.103	0.000
0.113	0.000
0.123	0.000
0.133	0.000
0.143	0.000
0.153	0.000
0.163	0.000
0.173	0.000
0.183	0.000
0.193	0.000
0.203	0.000
0.213	0.000
0.223	0.000
0.233	0.000
0.243	0.000
0.253	0.000
0.263	0.000
0.273	0.000
0.283	0.000
0.293	0.000
0.303	0.000
0.313	0.000
0.323	0.000
0.333	0.000
0.343	0.000
0.353	0.000
0.363	0.000
0.373	0.000
0.383	0.000
0.393	0.000
0.403	0.000
0.413	0.000
0.423	0.000
0.433	0.000
0.443	0.000
0.453	0.000
0.463	0.000
0.473	0.000
0.483	0.000
0.493	0.000
0.503	0.000
0.513	0.000
0.523	0.000
0.533	0.000
0.543	0.000
0.553	0.000
0.563	0.000
0.573	0.000
0.583	0.000
0.593	0.000
0.603	0.000
0.613	0.000
0.623	0.000
0.633	0.000
0.643	0.000
0.653	0.000
0.663	0.000
0.673	0.000
0.683	0.000
0.693	0.000
0.703	0.000
0.713	0.000
0.723	0.000
0.733	0.000
0.743	0.000
0.753	0.000
0.763	0.000
0.773	0.000
0.783	0.000
0.793	0.000
0.803	0.000
0.813	0.000
0.823	0.000
0.833	0.000
0.843	0.000
0.853	0.000
0.863	0.000
0.873	0.000
0.883	0.000
0.893	0.000
0.903	0.000
0.913	0.000
0.923	0.000
0.933	0.000
0.943	0.000
0.953	0.000
0.963	0.000
0.973	0.000
0.983	0.000
0.993	0.000
1.003	0.000
1.013	0.000
1.023	0.000
1.033	0.000
1.043	0.000
1.053	0.000
1.063	0.000
1.073	0.000
1.083	0.000
1.093	0.000
1.103	0.000
1.113	0.000
1.123	0.000
1.133	0.000
1.143	0.000
1.153	0.000
1.163	0.000
1.173	0.000
1.183	0.000
1.193	0.000
1.203	0.000
1.213	0.000
1.223	0.000
1.233	0.000
1.243	0.000
1.253	0.000
1.263	491.683
1.273	493.535
1.283	494.883
1.293	495.607
1.303	495.758
1.313	495.903
1.323	495.959
1.333	496.268
1.343	496.168
1.353	496.230
1.363	496.347
1.373	496.020
1.383	496.188
1.393	495.878
1.403	495.619
1.413	495.630
1.423	495.355
1.433	495.326
1.443	495.046
1.453	495.014
1.463	495.153
1.473	495.340
1.483	495.441
1.493	495.527
1.503	495.564
1.513	495.325
1.523	495.484
1.533	495.453
1.543	495.313
1.553	495.475
1.563	495.576
1.573	496.148
1.583	496.608
1.593	496.981
1.603	497.503
1.613	497.783
1.623	498.536
1.633	498.779
1.643	499.337
1.653	499.602
1.663	499.662
1.673	499.389
1.683	499.054
1.693	497.948
1.703	497.245
1.713	496.021
1.723	495.269
1.733	495.341
1.743	495.466
1.753	496.546
1.763	497.612
1.773	497.889
1.783	498.806
1.793	499.406
1.803	500.034
