7.703		235.027		0.784
8.528		297.326		1.190
10.913		174.417		0.842
11.819		263.120		1.219
13.984		236.075		0.791
14.776		236.484		1.252
17.136		263.260		0.778
17.995		439.316		1.283
20.248		351.516		0.807
21.136		235.786		1.074
23.528		235.849		0.731
24.346		297.970		0.946
26.616		265.262		0.737
27.411		236.292		1.080
29.658		219.160		0.819
30.505		263.256		1.219
32.682		237.999		0.697
33.477		175.884		1.382
35.689		264.496		0.760
36.502		196.424		1.277
38.708		263.860		0.777
39.485		263.789		0.823
40.308		263.112		0.849
41.163		235.545		0.737
41.958		396.883		0.772
42.742		331.239		1.591
45.099		235.620		0.795
45.900		220.626		0.813
46.719		264.245		0.935
48.315		235.703		0.789
49.133		298.543		1.033
51.566		174.750		0.801
52.413		263.298		1.277
54.544		236.936		0.831
55.380		237.006		1.115
57.644		261.999		0.819
58.520		440.028		1.422
60.772		352.086		0.813
61.649		235.453		1.062
63.884		235.495		0.789
64.743		297.975		1.080
66.943		262.386		0.766
67.738		236.246		1.091
69.997		221.087		0.813
70.821		263.880		1.242
72.922		235.305		0.749
73.723		176.208		0.917
75.848		264.688		0.749
76.666		196.966		1.295
78.884		263.844		0.806
79.690		264.115		0.773
80.463		264.429		0.824
81.322		236.208		0.685
82.083		395.561		0.749
82.849		329.711		1.602
85.217		234.994		0.836
86.059		220.188		0.836
87.516		207.906		2.038
89.559		172.381		0.366
89.942		148.786		0.511
90.459		132.678		0.296
90.761		124.438		1.562
92.671		133.916		0.366
93.077		147.734		0.348
93.431		157.338		0.406
93.843		174.425		0.366
94.215		194.639		0.377
94.598		208.317		0.406
95.016		249.199		0.447
95.480		296.588		0.726
96.253		174.207		0.435
97.094		156.234		0.737
97.837		145.291		0.325
98.197		130.293		0.337
98.621		196.848		1.776
100.943		314.088		0.801
101.796		197.057		1.759
104.031		351.359		0.795
104.850		262.737		0.737
105.593		247.998		0.691
106.289		262.505		0.813
107.137		295.589		0.691
107.944		148.588		0.731
108.733		175.038		0.836
110.266		315.108		0.813
111.113		394.422		0.911
112.634		315.279		1.939
114.579		295.454		0.342
114.945		261.690		0.372
115.322		315.227		0.412
115.740		298.470		1.950
117.696		234.578		0.372
118.073		264.308		0.401
118.480		296.411		0.389
118.875		312.853		0.383
119.263		351.171		0.401
119.670		393.429		0.377
120.053		415.207		0.424
120.483		464.566		0.366
120.854		414.040		0.181
121.035		395.900		0.208
121.243		418.164		0.395
122.009		416.932		0.865
122.880		396.091		0.801
123.693		314.642		1.144
126.148		156.587		0.730
126.879		156.878		0.715
127.594		156.846		0.834
128.428		156.662		0.669
129.167		262.743		0.684
129.851		262.910		0.755
130.606		262.501		0.796
131.448		236.035		0.650
132.180		350.037		0.702
132.888		312.956		0.720
133.666		196.816		0.714
135.175		176.113		0.916
136.091		177.175		1.046
138.722		237.181		0.766
139.540		297.831		1.254
141.915		173.722		0.807
142.774		263.035		1.144
144.805		235.470		0.808
145.613		236.276		1.004
147.876		262.903		0.702
148.672		439.386		1.225
150.906		469.357		0.795
151.725		354.197		1.457
154.064		313.873		0.842
154.964		396.720		1.324
157.286		263.672		0.760
158.076		297.305		0.760
158.859		315.375		0.888
160.502		237.527		0.808
161.310		237.293		0.832
162.143		237.011		0.864
163.007		236.891		0.798
163.823		196.869		0.778
164.653		155.412		0.789
165.448		175.405		0.691
166.934		296.930		0.766
167.735		351.148		0.842
169.273		208.246		2.136
171.526		172.981		0.319
171.857		146.876		0.342
172.217		131.348		0.430
172.652		125.064		1.625
174.626		132.451		0.342
175.026		147.962		0.354
175.386		158.113		0.372
175.763		175.166		0.377
176.147		195.929		0.406
176.559		211.999		0.342
176.907		251.789		0.453
177.366		298.058		0.726
178.138		174.641		0.824
178.968		155.895		0.406
179.751		147.472		0.325
180.082		130.574		0.360
180.524		232.906		0.255
180.785		196.641		1.469
182.689		314.500		0.789
183.548		197.548		1.602
185.678		351.803		0.720
186.421		263.219		0.726
187.153		250.723		0.766
187.948		263.435		0.691
188.668		296.320		0.644
189.440		149.020		0.673
190.183		176.044		0.830
191.808		313.966		0.737
192.598		393.826		0.801
194.119		315.827		2.206
196.331		295.638		0.389
196.725		263.239		0.360
197.091		316.657		0.464
197.561		298.104		1.927
199.494		234.387		0.406
199.930		264.212		0.372
200.307		295.188		0.366
200.678		312.849		0.412
201.096		353.103		0.360
201.462		394.500		0.372
201.839		416.914		0.424
202.269		466.759		0.383
202.658		415.796		0.169
202.827		399.068		0.192
203.018		419.645		0.748
203.766		419.067		0.801
204.574		396.825		0.749
205.334		315.419		0.952
207.766		157.982		0.633
208.399		158.093		0.755
209.154		157.719		0.765
209.919		157.461		0.494
210.692		263.853		0.741
211.433		263.931		0.798
212.231		263.914		0.830
213.119		235.109		0.668
213.885		351.763		0.720
214.610		312.437		0.749
215.412		196.000		0.726
216.985		176.068		0.905
217.890		177.308		0.918
220.375		234.498		0.772
221.222		298.613		1.219
223.620		174.871		0.772
224.438		263.299		1.260
226.795		235.492		0.824
227.619		236.944		0.958
229.999		265.220		0.784
230.864		440.206		1.225
233.175		469.212		0.836
234.034		354.241		1.382
236.489		313.954		0.842
237.418		397.545		1.184
239.624		263.862		0.784
240.431		297.315		0.830
241.267		315.617		0.824
242.968		175.591		0.807
243.844		235.978		0.824
244.668		237.057		0.848
245.534		237.288		0.807
246.364		197.892		0.760
247.205		157.217		0.795
248.059		176.132		0.882
250.003		176.926		3.268
