0.023	0.000
0.033	0.000
0.043	0.000
0.053	0.000
0.063	0.000
0.073	0.000
0.083	0.000
0.093	0.000
0.103	0.000
0.113	0.000
0.123	0.000
0.133	0.000
0.143	0.000
0.153	0.000
0.163	0.000
0.173	0.000
0.183	0.000
0.193	0.000
0.203	0.000
0.213	0.000
0.223	0.000
0.233	0.000
0.243	0.000
0.253	0.000
0.263	0.000
0.273	0.000
0.283	0.000
0.293	0.000
0.303	0.000
0.313	0.000
0.323	0.000
0.333	0.000
0.343	0.000
0.353	0.000
0.363	0.000
0.373	0.000
0.383	0.000
0.393	0.000
0.403	0.000
0.413	0.000
0.423	0.000
0.433	0.000
0.443	0.000
0.453	0.000
0.463	0.000
0.473	0.000
0.483	0.000
0.493	0.000
0.503	0.000
0.513	0.000
0.523	0.000
0.533	0.000
0.543	0.000
0.553	0.000
0.563	0.000
0.573	0.000
0.583	0.000
0.593	0.000
0.603	0.000
0.613	0.000
0.623	0.000
0.633	0.000
0.643	0.000
0.653	0.000
0.663	0.000
0.673	0.000
0.683	0.000
0.693	0.000
0.703	0.000
0.713	0.000
0.723	0.000
0.733	0.000
0.743	0.000
0.753	0.000
0.763	0.000
0.773	0.000
0.783	0.000
0.793	0.000
0.803	0.000
0.813	0.000
0.823	0.000
0.833	0.000
0.843	0.000
0.853	0.000
0.863	0.000
0.873	0.000
0.883	0.000
0.893	0.000
0.903	0.000
0.913	0.000
0.923	0.000
0.933	237.137
0.943	238.700
0.953	242.355
0.963	244.927
0.973	245.284
0.983	245.845
0.993	245.668
1.003	245.682
1.013	245.625
1.023	245.483
1.033	245.521
1.043	245.882
1.053	246.729
1.063	250.760
1.073	258.810
1.083	267.538
1.093	270.729
1.103	272.060
1.113	273.045
1.123	273.413
1.133	274.323
1.143	275.260
1.153	275.798
1.163	275.989
1.173	276.447
1.183	277.184
1.193	278.652
1.203	279.341
1.213	280.014
1.223	286.518
1.233	288.788
1.243	289.755
1.253	289.764
1.263	290.390
1.273	290.819
1.283	291.578
1.293	291.750
1.303	291.843
1.313	291.880
1.323	291.672
1.333	291.520
1.343	291.560
1.353	291.411
1.363	291.198
1.373	290.988
1.383	290.798
1.393	290.557
1.403	290.142
1.413	290.288
1.423	290.642
1.433	291.073
1.443	290.962
1.453	289.917
1.463	285.026
1.473	280.689
1.483	271.741
1.493	271.384
1.503	288.247
1.513	290.801
1.523	291.404
1.533	291.673
1.543	291.718
1.553	292.550
1.563	292.714
1.573	292.585
1.583	292.021
1.593	291.795
1.603	292.093
1.613	292.591
1.623	292.574
1.633	293.076
1.643	294.021
1.653	292.501
1.663	291.396
1.673	288.914
1.683	0.000
1.693	0.000
1.703	0.000
1.713	0.000
1.723	0.000
1.733	0.000
1.743	0.000
1.753	0.000
1.763	0.000
1.773	0.000
1.783	0.000
1.793	0.000
1.803	276.344
