0.023	0.000
0.033	0.000
0.043	0.000
0.053	0.000
0.063	0.000
0.073	0.000
0.083	0.000
0.093	0.000
0.103	0.000
0.113	0.000
0.123	0.000
0.133	0.000
0.143	0.000
0.153	0.000
0.163	0.000
0.173	0.000
0.183	0.000
0.193	0.000
0.203	0.000
0.213	0.000
0.223	0.000
0.233	0.000
0.243	0.000
0.253	0.000
0.263	0.000
0.273	0.000
0.283	0.000
0.293	0.000
0.303	0.000
0.313	0.000
0.323	0.000
0.333	0.000
0.343	0.000
0.353	0.000
0.363	0.000
0.373	0.000
0.383	0.000
0.393	0.000
0.403	0.000
0.413	0.000
0.423	0.000
0.433	0.000
0.443	0.000
0.453	0.000
0.463	0.000
0.473	0.000
0.483	0.000
0.493	0.000
0.503	0.000
0.513	0.000
0.523	0.000
0.533	0.000
0.543	0.000
0.553	0.000
0.563	0.000
0.573	0.000
0.583	0.000
0.593	0.000
0.603	0.000
0.613	0.000
0.623	0.000
0.633	0.000
0.643	0.000
0.653	0.000
0.663	0.000
0.673	0.000
0.683	0.000
0.693	0.000
0.703	0.000
0.713	0.000
0.723	0.000
0.733	0.000
0.743	0.000
0.753	0.000
0.763	0.000
0.773	0.000
0.783	0.000
0.793	0.000
0.803	0.000
0.813	0.000
0.823	0.000
0.833	0.000
0.843	0.000
0.853	0.000
0.863	0.000
0.873	0.000
0.883	0.000
0.893	0.000
0.903	0.000
0.913	0.000
0.923	0.000
0.933	0.000
0.943	0.000
0.953	0.000
0.963	0.000
0.973	0.000
0.983	0.000
0.993	0.000
1.003	0.000
1.013	0.000
1.023	0.000
1.033	0.000
1.043	0.000
1.053	0.000
1.063	0.000
1.073	0.000
1.083	0.000
1.093	0.000
1.103	0.000
1.113	0.000
1.123	0.000
1.133	0.000
1.143	0.000
1.153	0.000
1.163	0.000
1.173	0.000
1.183	0.000
1.193	0.000
1.203	0.000
1.213	0.000
1.223	0.000
1.233	0.000
1.243	244.834
1.253	244.666
1.263	245.129
1.273	245.285
1.283	245.526
1.293	245.470
1.303	245.742
1.313	246.212
1.323	247.282
1.333	248.140
1.343	248.490
1.353	249.084
1.363	249.682
1.373	250.522
1.383	251.020
1.393	251.896
1.403	252.140
1.413	251.725
1.423	251.276
1.433	251.272
1.443	251.500
1.453	251.392
1.463	250.636
1.473	251.668
1.483	251.969
1.493	251.677
1.503	252.754
1.513	250.232
1.523	249.220
1.533	246.323
1.543	245.311
1.553	245.922
1.563	246.994
1.573	247.995
1.583	248.584
1.593	248.662
1.603	248.667
1.613	248.654
1.623	248.664
1.633	248.691
1.643	248.779
1.653	248.840
1.663	248.920
1.673	248.996
1.683	249.103
1.693	249.172
1.703	249.194
1.713	249.207
1.723	249.148
1.733	249.128
1.743	249.095
1.753	249.101
1.763	249.093
1.773	249.092
1.783	249.156
1.793	249.171
1.803	249.274
