2.171		294.843		0.244
2.502		399.377		0.339
2.841		397.856		0.327
3.167		396.968		0.337
3.504		395.917		0.322
3.827		392.790		0.150
3.988		444.207		0.177
4.165		496.469		0.155
4.320		443.837		0.196
4.528		395.586		0.307
4.835		392.921		0.140
4.998		446.151		0.128
5.180		498.372		0.286
5.465		497.269		0.316
5.782		496.553		0.314
6.096		496.340		0.323
6.419		496.076		0.159
6.579		526.972		0.115
6.699		592.596		0.174
6.879		526.642		0.184
7.063		497.909		0.281
7.344		496.775		0.148
7.492		525.733		0.142
7.662		591.577		0.297
7.959		590.870		0.300
8.259		590.941		0.305
8.564		591.074		0.311
8.875		590.680		0.512
9.863		792.709		0.209
10.165		594.237		0.261
10.461		499.172		0.261
11.099		793.556		0.209
11.413		593.547		0.267
11.732		499.093		0.261
12.388		594.817		0.284
12.672		593.351		0.273
12.986		665.079		0.104
13.096		591.658		0.163
13.264		527.369		0.261
13.566		498.769		0.250
13.862		444.034		0.633
14.838		593.469		0.284
15.151		592.844		0.319
15.470		662.669		0.129
15.598		590.962		0.145
15.755		527.064		0.284
16.062		498.122		0.250
16.347		443.799		0.505
16.858		497.293		0.139
17.003		443.468		0.424
17.485		496.293		0.128
17.641		447.654		0.127
17.769		495.986		0.146
17.914		446.447		0.127
18.041		496.261		0.156
18.198		445.664		0.129
18.326		496.309		0.122
18.489		446.174		0.139
18.628		496.332		0.163
18.797		443.202		0.563
19.824		444.963		0.186
20.091		499.275		0.134
20.230		562.682		0.115
20.346		594.889		0.146
20.497		666.742		0.168
20.683		559.747		0.430
21.160		593.758		0.133
21.293		591.540		0.598
22.297		445.528		0.296
22.593		445.803		0.256
22.917		497.802		0.116
23.033		527.403		0.152
23.191		592.670		0.273
23.528		496.947		0.279
23.841		443.488		0.598
24.764		392.641		0.110
24.903		497.987		0.163
25.072		444.925		0.598
26.012		392.203		0.104
26.140		497.850		0.139
26.297		443.667		0.511
27.243		594.308		0.295
27.538		593.388		0.285
27.829		665.977		0.128
27.963		750.334		0.161
28.124		794.487		0.216
28.422		664.109		0.290
28.751		590.887		0.581
29.710		530.594		0.128
29.843		667.411		0.157
30.006		593.161		0.534
30.923		528.388		0.104
31.033		663.208		0.174
31.227		590.648		0.532
32.154		595.266		0.232
32.443		667.363		0.284
32.728		666.017		0.489
33.252		593.596		0.115
33.373		528.516		0.104
33.518		666.006		0.122
33.681		592.605		0.301
33.982		591.438		0.488
34.493		528.700		0.128
34.621		497.628		0.134
34.779		593.819		0.132
34.940		526.543		0.238
35.242		526.109		0.459
35.724		496.157		0.134
35.863		446.326		0.128
35.997		525.361		0.175
36.171		497.287		0.313
36.484		496.761		0.482
36.972		447.269		0.163
37.140		395.311		0.110
37.268		496.271		0.163
37.436		443.825		0.215
37.761		294.936		0.302
38.063		293.910		0.180
38.342		443.189		0.267
38.667		496.158		0.232
38.975		395.507		0.313
39.287		395.021		0.268
39.590		445.650		0.104
39.700		496.426		0.226
39.926		525.166		0.198
40.187		443.064		0.296
40.483		442.813		0.280
40.785		497.240		0.111
40.896		526.519		0.128
41.060		590.419		0.254
41.349		496.024		0.290
41.639		495.453		0.313
41.953		524.946		0.099
42.057		590.251		0.157
42.220		662.587		0.435
42.707		526.632		0.116
42.853		589.937		0.423
43.302		495.441		0.148
43.451		525.436		0.275
43.726		495.949		0.131
43.862		443.194		0.163
44.054		590.535		0.238
44.357		524.951		0.278
44.692		495.469		0.488
45.186		443.802		0.158
45.344		443.091		0.469
45.848		395.471		0.168
46.015		395.833		0.483
47.009		445.633		0.290
47.299		446.403		0.296
47.613		500.151		0.143
47.755		530.396		0.095
47.896		594.208		0.239
48.228		499.557		0.221
48.477		444.420		0.557
49.406		393.902		0.122
49.540		499.796		0.180
49.726		445.859		0.650
50.689		394.030		0.128
50.840		498.505		0.151
50.997		444.049		0.563
51.984		594.852		0.278
52.262		594.159		0.285
52.553		667.810		0.128
52.686		750.947		0.173
52.859		795.566		0.233
53.174		665.563		0.261
53.490		592.222		0.566
54.416		529.320		0.122
54.549		664.132		0.168
54.754		591.034		0.498
55.693		531.008		0.128
55.832		669.054		0.157
55.995		594.602		0.505
56.883		595.667		0.250
57.196		668.144		0.274
57.469		666.302		0.430
57.960		597.336		0.113
58.090		528.092		0.111
58.253		666.040		0.133
58.428		592.799		0.296
58.724		591.984		0.464
59.228		528.601		0.139
59.368		497.398		0.139
59.513		593.942		0.151
59.669		527.216		0.261
59.977		527.124		0.465
60.442		497.354		0.110
60.558		446.438		0.163
60.726		528.640		0.151
60.877		497.582		0.325
61.277		496.081		0.488
61.771		444.686		0.157
61.933		394.889		0.116
62.090		496.464		0.157
62.253		443.880		0.226
62.572		294.339		0.290
62.862		293.549		0.198
63.164		443.668		0.226
63.477		496.494		0.215
63.774		394.885		0.289
64.063		394.873		0.221
64.383		446.044		0.133
64.522		498.153		0.180
64.702		525.127		0.233
64.975		443.295		0.278
65.254		442.915		0.285
65.573		496.867		0.116
65.689		525.553		0.139
65.886		590.129		0.215
66.171		495.498		0.301
66.471		496.034		0.320
66.792		525.285		0.093
66.926		590.324		0.128
67.099		661.657		0.436
67.576		527.025		0.128
67.732		589.697		0.424
68.198		494.789		0.167
68.365		524.934		0.324
68.689		495.212		0.135
68.830		443.574		0.163
69.021		590.674		0.261
69.352		525.798		0.116
69.759		499.008		0.464
70.310		447.034		0.232
70.542		445.230		0.459
71.384		397.381		0.446
71.830		395.992		2.224
