2.130		296.188		0.232
2.496		397.082		0.279
2.879		398.244		0.273
3.222		396.849		0.238
3.553		397.549		0.244
3.866		396.049		0.134
4.005		443.894		0.163
4.174		498.549		0.163
4.342		443.706		0.110
4.458		397.900		0.390
4.848		395.468		0.144
4.998		444.229		0.145
5.149		499.202		0.244
5.462		499.336		0.244
5.811		498.500		0.226
6.118		497.926		0.226
6.426		496.658		0.163
6.589		530.576		0.115
6.734		591.760		0.134
6.873		529.240		0.168
7.041		498.713		0.244
7.378		495.978		0.145
7.523		530.441		0.128
7.657		594.252		0.215
7.999		595.568		0.221
8.290		593.769		0.244
8.580		594.834		0.255
8.887		592.604		0.848
9.816		797.342		0.197
10.141		593.512		0.221
10.449		502.107		0.232
11.105		799.424		0.203
11.401		595.550		0.203
11.732		500.922		0.238
12.382		594.946		0.238
12.672		595.036		0.284
12.998		662.964		0.133
13.137		593.915		0.145
13.305		531.355		0.226
13.613		498.601		0.238
13.926		445.067		0.749
14.809		594.351		0.226
15.134		593.613		0.238
15.470		659.567		0.122
15.598		593.311		0.145
15.749		530.066		0.250
16.057		498.643		0.255
16.370		444.102		0.453
16.876		496.620		0.139
17.020		445.880		0.430
17.501		497.112		0.165
17.666		444.199		0.144
17.810		496.565		0.128
17.939		445.283		0.126
18.065		495.987		0.152
18.217		443.589		0.147
18.364		497.546		0.159
18.523		444.472		0.152
18.675		497.674		0.145
18.826		444.501		0.610
19.801		448.147		0.267
20.120		500.444		0.134
20.271		562.622		0.128
20.399		593.703		0.128
20.532		665.459		0.145
20.683		561.283		0.482
21.171		593.133		0.151
21.322		593.960		0.615
22.285		447.700		0.255
22.593		447.742		0.279
22.930		498.398		0.152
23.081		533.549		0.139
23.284		595.320		0.192
23.539		500.489		0.296
23.888		445.521		0.842
24.770		393.635		0.110
24.892		496.506		0.180
25.078		446.011		0.894
26.030		395.750		0.116
26.180		496.479		0.145
26.331		446.808		0.389
27.278		596.099		0.250
27.568		597.598		0.273
27.881		665.360		0.122
28.009		752.162		0.134
28.143		797.428		0.231
28.450		665.691		0.232
28.764		593.528		0.894
29.739		530.092		0.104
29.855		665.341		0.145
30.006		593.686		0.865
30.877		530.410		0.174
31.057		663.849		0.145
31.208		592.526		0.685
32.165		595.982		0.203
32.456		668.193		0.244
32.763		664.196		0.488
33.257		592.635		0.122
33.379		532.836		0.163
33.547		665.388		0.145
33.698		595.550		0.180
34.011		593.268		0.522
34.551		533.246		0.134
34.686		499.859		0.115
34.813		594.560		0.145
34.963		532.723		0.261
35.271		530.399		0.482
35.753		497.595		0.116
35.875		441.720		0.104
36.008		529.482		0.173
36.182		499.534		0.204
36.490		496.995		0.464
36.985		443.025		0.103
37.094		396.929		0.163
37.280		497.948		0.150
37.460		446.815		0.203
37.779		296.607		0.238
38.081		296.078		0.232
38.383		445.048		0.221
38.667		499.094		0.250
38.992		396.672		0.267
39.294		395.510		0.273
39.607		442.398		0.128
39.741		496.958		0.168
39.977		414.615		0.055
40.525		446.949		0.232
40.797		498.784		0.139
40.954		533.375		0.122
41.082		596.619		0.238
41.378		500.890		0.244
41.668		498.845		0.221
41.941		530.419		0.128
42.075		593.788		0.139
42.249		662.606		0.424
42.719		530.784		0.128
42.858		593.754		0.459
43.328		497.464		0.157
43.497		529.683		0.283
43.780		497.701		0.118
43.921		443.634		0.128
44.077		595.020		0.250
44.391		530.622		0.232
44.681		498.084		0.447
45.157		444.477		0.168
45.325		445.689		0.493
45.825		395.923		0.179
46.003		396.210		0.518
46.951		447.935		0.261
47.270		446.733		0.302
47.578		496.063		0.144
47.721		531.073		0.123
47.874		596.177		0.249
48.210		503.184		0.221
48.524		445.965		0.859
49.448		393.722		0.110
49.581		496.937		0.162
49.766		446.369		0.917
50.747		395.290		0.116
50.892		498.173		0.128
51.040		445.612		0.363
52.013		595.862		0.209
52.297		596.994		0.273
52.593		667.078		0.130
52.723		751.191		0.136
52.860		797.405		0.221
53.174		665.787		0.232
53.499		594.305		0.877
54.445		530.475		0.139
54.596		665.553		0.151
54.753		595.795		0.749
55.664		528.870		0.128
55.809		664.452		0.116
55.931		593.635		0.569
56.877		597.719		0.209
57.168		669.453		0.232
57.510		667.077		0.470
58.009		594.785		0.128
58.143		531.123		0.122
58.282		666.014		0.139
58.427		596.128		0.203
58.781		594.773		0.464
59.273		532.368		0.141
59.414		498.315		0.134
59.565		594.189		0.122
59.693		533.873		0.238
60.029		530.750		0.406
60.458		498.183		0.123
60.594		441.630		0.091
60.743		531.417		0.147
60.890		499.081		0.220
61.351		499.464		0.443
61.829		445.103		0.110
61.980		397.138		0.116
62.135		498.562		0.141
62.291		446.239		0.199
62.578		297.233		0.267
62.895		296.500		0.217
63.206		444.951		0.242
63.519		500.126		0.226
63.814		396.329		0.311
64.125		396.274		0.235
64.435		443.625		0.110
64.551		498.672		0.151
64.726		531.184		0.255
65.051		446.146		0.232
65.325		446.488		0.248
65.609		497.646		0.155
65.764		531.411		0.117
65.904		594.196		0.238
66.215		502.060		0.224
66.523		502.694		0.229
66.833		530.575		0.097
66.949		594.719		0.151
67.120		663.605		0.433
67.576		531.174		0.134
67.728		593.554		0.440
68.203		498.278		0.145
68.348		531.498		0.273
68.691		497.796		0.121
68.818		445.609		0.157
69.004		595.598		0.296
69.358		526.779		0.319
69.759		500.260		0.580
70.380		445.490		0.227
70.607		445.166		0.934
71.588		396.775		0.361
71.949		396.523		2.058
