7.459		197.207		0.110
7.761		199.723		0.209
8.069		196.868		0.290
11.018		176.897		0.116
11.302		178.613		0.110
11.923		167.279		0.168
12.237		167.598		0.168
12.864		148.295		0.313
13.189		176.824		0.168
13.497		166.328		0.453
16.563		196.538		0.173
16.898		198.701		0.168
17.218		196.941		0.296
20.219		175.690		0.116
20.508		174.865		0.102
21.113		167.228		0.151
21.444		167.907		0.168
22.024		147.884		0.273
22.303		175.474		0.186
22.622		166.209		0.319
23.271		219.129		0.341
23.612		249.447		0.292
23.904		260.941		0.303
24.213		292.244		0.313
24.532		329.179		0.302
24.851		264.459		0.259
25.110		248.282		0.314
25.424		221.783		0.646
26.076		265.007		0.109
26.185		248.975		0.163
26.348		223.508		0.285
26.935		186.809		0.320
27.255		196.325		0.284
27.539		222.757		0.273
27.818		250.689		0.287
28.104		264.026		0.316
28.420		224.872		0.273
28.694		195.851		0.355
29.049		184.187		0.934
29.983		198.243		0.766
30.842		265.870		0.987
31.835		280.113		0.836
32.723		295.328		0.563
33.292		265.002		0.203
33.640		250.598		0.255
34.297		250.458		0.311
34.608		262.851		0.320
34.929		293.377		0.308
35.242		332.398		0.308
35.550		350.963		0.325
35.881		294.363		0.290
36.177		261.921		0.348
36.524		255.661		0.250
36.786		263.820		0.296
37.088		293.130		0.273
37.367		330.671		0.302
37.668		259.893		0.313
37.982		248.630		0.344
38.326		223.831		0.324
38.655		248.512		0.273
38.929		261.501		0.302
39.236		289.649		0.313
39.555		248.478		0.306
39.861		196.043		0.733
40.600		222.491		0.249
40.849		260.070		0.273
41.122		198.193		0.308
41.796		149.828		0.278
42.073		164.684		0.289
42.362		175.279		0.299
42.667		198.386		0.313
42.986		222.344		0.290
43.276		173.158		0.326
43.601		167.336		0.268
43.869		149.073		0.677
44.546		173.759		0.157
44.703		163.018		0.124
44.842		149.588		0.326
45.465		351.405		0.319
45.790		329.372		0.279
46.074		293.923		0.267
46.353		259.784		0.288
46.641		248.819		0.333
46.980		293.459		0.290
47.276		331.012		0.325
47.607		351.779		0.842
48.512		469.114		0.353
48.865		442.754		0.616
49.534		281.602		0.313
49.847		296.841		0.146
50.167		352.365		0.151
50.480		331.443		0.255
51.582		261.947		0.271
51.853		250.059		0.288
52.141		236.525		0.326
52.466		222.878		0.624
53.091		264.945		0.246
53.337		130.860		1.983
55.319		174.955		0.561
55.881		169.969		0.330
56.210		148.933		0.621
56.842		175.214		0.327
57.169		166.805		0.618
57.787		194.403		0.141
57.928		174.166		0.177
58.105		168.314		0.223
58.791		222.867		0.303
59.095		251.658		0.295
59.389		263.808		0.309
59.710		293.701		0.267
59.983		330.831		0.325
60.314		264.357		0.255
60.569		248.718		0.324
60.893		222.514		0.676
61.569		263.729		0.115
61.684		248.546		0.164
61.848		223.801		0.358
62.531		184.478		0.262
62.793		193.666		0.322
63.115		224.558		0.298
63.413		248.579		0.305
63.718		265.187		0.282
64.000		223.982		0.266
64.266		194.186		0.298
64.564		186.472		0.933
65.503		197.331		0.947
66.450		264.990		0.928
67.384		281.281		0.749
68.209		298.332		0.573
68.782		261.755		0.343
69.124		251.316		0.321
69.892		250.933		0.314
70.206		264.676		0.261
70.473		292.996		0.302
70.780		334.334		0.298
71.079		352.619		0.288
71.390		293.076		0.261
71.686		261.408		0.284
71.982		250.357		0.302
72.284		261.515		0.279
72.568		290.679		0.313
72.887		332.826		0.313
73.213		261.617		0.271
73.484		250.181		0.321
73.822		223.383		0.279
74.112		248.795		0.284
74.396		262.836		0.291
74.699		294.416		0.309
75.007		247.538		0.311
75.318		195.778		0.698
76.022		222.182		0.292
76.314		262.560		0.248
76.562		195.558		0.296
77.206		150.009		0.312
77.518		169.519		0.264
77.783		175.043		0.298
78.081		195.320		0.327
78.414		220.950		0.289
78.703		173.784		0.296
78.999		165.001		0.296
79.295		149.627		0.701
79.996		175.443		0.154
80.150		165.112		0.122
80.282		149.308		0.234
80.916		356.727		0.313
81.235		331.662		0.284
81.525		292.799		0.279
81.815		260.271		0.280
82.096		248.252		0.324
82.425		292.534		0.261
82.692		331.675		0.313
83.011		352.180		0.807
83.824		408.467		0.104
83.934		468.087		0.319
84.259		443.645		0.610
84.921		281.165		0.314
85.235		295.242		0.202
85.566		347.821		0.180
85.896		333.390		0.232
86.941		262.234		0.302
87.242		252.316		0.309
87.552		234.582		0.284
87.835		222.536		0.604
88.468		266.283		0.251
88.719		130.994		1.908
90.691		176.802		0.566
91.257		168.774		0.329
91.587		149.390		0.597
92.184		174.258		0.318
92.502		165.752		0.594
93.096		195.366		0.157
93.253		174.566		0.189
93.442		165.917		0.482
96.189		199.900		0.157
96.496		198.089		0.128
96.769		196.633		0.435
98.006		332.343		0.174
98.307		332.348		0.221
98.598		352.072		0.337
98.935		330.655		0.185
99.547		261.819		0.948
100.495		129.303		0.977
101.519		197.762		0.921
102.440		166.406		0.934
103.415		129.350		1.034
104.449		140.165		0.969
105.418		148.952		0.898
106.316		140.519		1.076
107.392		149.153		0.981
108.379		156.317		0.937
109.316		168.450		0.355
109.671		194.468		0.318
109.990		248.350		0.292
110.282		264.117		0.437
111.232		264.582		0.167
111.399		194.402		0.167
111.566		264.277		0.116
111.682		194.256		0.185
111.867		261.828		0.117
111.984		194.477		0.185
112.169		266.983		0.128
112.298		194.389		0.174
